id,status,title,slug,date,modified,word_count,main_word_count,has_sources,source_items,source_links,bare_source_urls,internal_links,external_links,has_thumb,thumb_alt,focus,seo,desc,faq_visible,faq_schema,traffic,issues
3350,draft,دیمر کوانتومی؛ مدل پیوندهای تشدیدکننده در مادهٔ کوانتومی,quantum-dimer,2026-09-20 19:34:15,2026-09-20 19:34:15,384,250,True,4,4,0,3,4,True,دیمر کوانتومی و پیوند میان دو جایگاه,دیمر کوانتومی,مدل دیمر کوانتومی چیست؟,مدل دیمر کوانتومی پوشش‌های جفتی شبکه را با حرکت و پتانسیل حلقه‌ها توصیف می‌کند؛ نقطه روکسر–کایولسون، مایع اسپینی و محدودیت مدل را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3352,draft,نانوسیم؛ وقتی سطح و کوانتش بر رسانش چیره می‌شوند,nanowire,2026-09-20 19:34:15,2026-09-20 19:34:15,362,235,True,4,4,0,3,4,True,نانوسیم و ساختارهای نانومتری,نانوسیم,نانوسیم چیست؟,نانوسیم ساختاری یک‌بعدی با قطر نانومتری است؛ کوانتش عرضی، سطح، ساخت، ترابرد و کاربرد در آشکارساز و کیوبیت را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3354,draft,گاز دوقطبی؛ مادهٔ کوانتومی با برهم‌کنش جهت‌دار و دوربرد,dipolar-gas,2026-09-20 19:34:15,2026-09-20 19:34:15,353,225,True,4,4,0,3,4,True,گاز دوقطبی و آرایش ذرات قطبی,گاز دوقطبی,گاز دوقطبی چیست؟,گاز دوقطبی از اتم‌ها یا مولکول‌های دارای گشتاور مغناطیسی یا الکتریکی ساخته می‌شود؛ ناهمسانگردی، پایداری، رو‌تون و کاربرد را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3356,draft,گاز فرمی؛ جهانی که اصل طرد شکل می‌دهد,fermi-gas,2026-09-20 19:34:15,2026-09-20 19:34:15,392,247,True,4,4,0,3,4,True,گاز فرمی و پرشدن ترازها تا انرژی فرمی,گاز فرمی,گاز فرمی چیست؟,گاز فرمی مجموعه فرمیون‌هایی است که ترازها را تا انرژی فرمی پر می‌کنند؛ فشار تباهگنی، سرمایش، گذار BEC–BCS و کاربردها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3358,draft,قطرهٔ کوانتومی؛ مایعی رقیق که نوسان‌ها آن را نگه می‌دارند,quantum-droplet,2026-09-20 19:34:15,2026-09-20 19:34:15,394,250,True,4,4,0,3,4,True,قطره کوانتومی خودبسته,قطرهٔ کوانتومی,قطره کوانتومی چیست؟,قطره کوانتومی حالت خودبسته گاز فوق‌سرد است که جاذبه میدان میانگین و دافعه نوسان‌های کوانتومی را متعادل می‌کند؛ تشکیل و پایداری را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3360,draft,سالیتون؛ موجی که پس از برخورد شکل خود را حفظ می‌کند,soliton,2026-09-20 19:34:15,2026-09-20 19:34:15,396,254,True,4,4,0,3,4,True,سالیتون و حفظ شکل موج هنگام انتشار,سالیتون,سالیتون چیست؟,سالیتون راه‌حل موجی موضعی حاصل تعادل پاشندگی و غیرخطی‌بودن است؛ سالیتون روشن و تاریک، پایداری، برخورد و نمونه‌های کوانتومی را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3362,draft,اصل لانه‌کبوتری کوانتومی؛ آیا سه ذره می‌توانند بدون هم‌خانه‌شدن در دو جعبه باشند؟,quantum-pigeonhole,2026-09-20 19:34:15,2026-09-20 19:34:15,395,237,True,4,4,0,3,4,True,اصل لانه‌کبوتری کوانتومی,اصل لانه‌کبوتری کوانتومی,اصل لانه‌کبوتری کوانتومی چیست؟,اثر لانه‌کبوتری کوانتومی با پیش‌گزینی و پس‌گزینی، هم‌بستگی‌های زوجی شگفت‌آور می‌سازد؛ محاسبه، آزمایش و نقد تفسیر را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3364,draft,سولیپسیسم کوانتومی؛ آیا مکانیک کوانتومی فقط تجربهٔ شخصی را واقعی می‌داند؟,quantum-solipsism,2026-09-20 19:34:15,2026-09-20 19:34:15,402,253,True,4,4,0,3,4,True,سولیپسیسم کوانتومی و مسئله ناظر,سولیپسیسم کوانتومی,سولیپسیسم کوانتومی چیست؟,سولیپسیسم کوانتومی اصطلاحی انتقادی در بحث ناظر و واقعیت است، نه نتیجه فیزیک؛ ارتباط آن با دوست ویگنر، QBism و واقع‌گرایی را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3387,draft,موسیقی کوانتومی؛ از دادهٔ آزمایش تا صدا و آهنگ‌سازی,quantum-music,2026-09-20 19:34:15,2026-09-20 19:34:15,393,253,True,4,4,0,3,4,True,موسیقی کوانتومی و تبدیل داده کوانتومی به صدا,موسیقی کوانتومی,موسیقی کوانتومی چیست؟,موسیقی کوانتومی می‌تواند سونوفیکیشن داده، آهنگ‌سازی الگوریتمی یا اثر الهام‌گرفته از فیزیک باشد؛ مرز علم، ابزار و استعاره را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3389,draft,داستان علمی‌تخیلی کوانتومی؛ روایت جهان‌های ممکن بدون تحریف علم,quantum-fiction,2026-09-20 19:34:15,2026-09-20 19:34:15,389,259,True,4,4,0,3,4,True,داستان علمی‌تخیلی کوانتومی و جهان‌های روایی,داستان علمی‌تخیلی کوانتومی,داستان علمی‌تخیلی کوانتومی چیست؟,داستان علمی‌تخیلی کوانتومی از اندازه‌گیری، جهان‌های چندگانه و رایانش الهام می‌گیرد؛ روش تشخیص مجوز روایی از ادعای علمی را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3391,draft,فرهنگ کوانتومی؛ وقتی زبان فیزیک وارد جامعه می‌شود,quantum-culture,2026-09-20 19:34:15,2026-09-20 19:34:15,381,257,True,4,4,0,3,4,True,فرهنگ کوانتومی در علم، هنر و جامعه,فرهنگ کوانتومی,فرهنگ کوانتومی چیست؟,فرهنگ کوانتومی به حضور مفاهیم و فناوری‌های کوانتومی در رسانه، هنر، آموزش و سیاست می‌پردازد؛ فرصت سواد علمی و خطر شبه‌علم را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3393,draft,زمستان کوانتومی؛ اگر سرمایه و اعتماد از فناوری عقب‌نشینی کنند,quantum-winter,2026-09-20 19:34:15,2026-09-20 19:34:15,378,248,True,4,4,0,3,4,True,زمستان کوانتومی و کاهش فعالیت فناوری,زمستان کوانتومی,زمستان کوانتومی چیست؟,زمستان کوانتومی سناریوی افت سرمایه و اعتماد پس از وعده‌های بیش‌ازحد است؛ نشانه‌ها، تفاوت با رکود علمی و راه پیشگیری را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3395,draft,تکینگی کوانتومی؛ مرز شکست نظریه یا جهش فرضی فناوری؟,quantum-singularity,2026-09-20 19:34:15,2026-09-20 19:34:15,398,254,True,4,4,0,3,4,True,تکینگی کوانتومی در فضا–زمان,تکینگی کوانتومی,تکینگی کوانتومی چیست؟,تکینگی کوانتومی می‌تواند به تکینگی فضا–زمان در گرانش کوانتومی یا سناریوی جهش فناوری اشاره کند؛ تفاوت معناها و شواهد را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3397,draft,حالت‌های همدوس؛ کوانتومی‌ترین توصیف نور کلاسیک,coherent-states,2026-09-20 19:34:15,2026-09-20 19:34:15,398,266,True,4,4,0,3,4,True,حالت همدوس و نمایش فضای فاز,حالت‌های همدوس,حالت همدوس چیست؟,حالت همدوس حالت ویژه عملگر نابودی و مدل کوانتومی نور لیزر ایده‌آل است؛ توزیع پواسون، فضای فاز، عدم‌قطعیت و تفاوت با نور فشرده را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3399,draft,حالت فوک؛ وقتی تعداد کوانتوم‌ها دقیق است,fock-state,2026-09-20 19:34:15,2026-09-20 19:34:15,399,256,True,4,4,0,3,4,True,حالت فوک با تعداد مشخص کوانتوم,حالت فوک,حالت فوک چیست؟,حالت فوک حالت ویژه عملگر تعداد با n کوانتوم دقیق است؛ نمایش عددی، آمار فوتون، فضای فاز، تولید و تفاوت با حالت همدوس را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3401,draft,چهارموجی؛ برهم‌کنش غیرخطی چهار میدان نور,four-wave-mixing,2026-09-20 19:34:15,2026-09-20 19:34:15,372,237,True,4,4,0,3,4,True,فرایند چهارموجی در محیط غیرخطی,چهارموجی,چهارموجی چیست؟,چهارموجی فرایند مرتبه سوم است که با پایستگی انرژی و تطبیق فاز، فرکانس تازه یا جفت فوتون می‌سازد؛ گونه‌ها و کاربردهای کوانتومی را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3403,draft,نوسانگر پارامتری نوری؛ تبدیل یک پمپ به دو میدان همدوس,optical-parametric-oscillator,2026-09-20 19:34:15,2026-09-20 19:34:15,398,267,True,4,4,0,3,4,True,نوسانگر پارامتری نوری و تولید سیگنال و آیدلر,نوسانگر پارامتری نوری,نوسانگر پارامتری نوری چیست؟,نوسانگر پارامتری نوری با غیرخطی مرتبه دوم و کاواک، پمپ را به سیگنال و آیدلر تبدیل می‌کند؛ آستانه، تطبیق فاز و نور فشرده را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3405,draft,آشکارسازی هوموداین؛ اندازه‌گیری کوادرات‌های میدان نور,homodyne-detection,2026-09-20 19:34:15,2026-09-20 19:34:15,401,261,True,4,4,0,3,4,True,آشکارسازی هوموداین با سیگنال و نوسان‌ساز محلی,آشکارسازی هوموداین,آشکارسازی هوموداین چیست؟,آشکارسازی هوموداین میدان ضعیف را با نوسان‌ساز محلی هم‌فرکانس تداخل می‌دهد و کوادرات را می‌سنجد؛ مدار متوازن، نویز شات و توموگرافی را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3408,draft,دماسنجی کوانتومی؛ اندازه‌گیری دما با یک سامانه بسیار کوچک,quantum-thermometry,2026-09-20 19:34:15,2026-09-20 19:34:15,385,249,True,4,4,0,3,4,True,دماسنجی کوانتومی,دماسنجی کوانتومی,دماسنجی کوانتومی چیست؟,دماسنجی کوانتومی دما را از حالت یک کاوشگر کوانتومی برآورد می‌کند؛ اطلاعات فیشر، حساسیت، ترمومتری محلی و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3410,draft,بازده موتور کوانتومی؛ آیا همدوسی می‌تواند از کارنو جلو بزند؟,quantum-engine-efficiency,2026-09-20 19:34:15,2026-09-20 19:34:15,387,253,True,4,4,0,3,4,True,بازده موتور کوانتومی,بازده موتور کوانتومی,بازده موتور کوانتومی چقدر است؟,بازده موتور کوانتومی به چرخه، مخزن و منابع غیرتعادلی وابسته است؛ حد کارنو، توان، همدوسی و ادعاهای فراتر از کارنو را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3412,draft,پیام‌رسانی سلولی و کوانتوم؛ کجا شیمی کوانتومی تمام می‌شود و ادعای بزرگ آغاز؟,quantum-cell-signaling,2026-09-20 19:34:15,2026-09-20 19:34:15,388,252,True,4,4,0,3,4,True,پیام‌رسانی سلولی کوانتومی,پیام‌رسانی سلولی کوانتومی,آیا پیام‌رسانی سلولی کوانتومی است؟,پیام‌رسانی سلولی بر واکنش‌های مولکولی متکی است که ریشه کوانتومی دارند، اما شواهدی برای شبکه ارتباطی کوانتومی پایدار در سلول وجود ندارد.,5,True,red,کمتر از ۵۰۰ کلمه
3414,draft,بیهوشی و کوانتوم؛ فرضیه‌ای جذاب با شواهد محدود,quantum-anesthesia,2026-09-20 19:34:15,2026-09-20 19:34:15,379,243,True,4,4,0,3,4,True,بیهوشی و فرضیه‌های کوانتومی,بیهوشی و کوانتوم,آیا بیهوشی سازوکار کوانتومی دارد؟,بیهوشی با اثر دارو بر پروتئین‌ها و شبکه عصبی توضیح داده می‌شود؛ فرضیه‌های کوانتومی میکروتوبول و اسپین هنوز شواهد کافی ندارند.,5,True,red,کمتر از ۵۰۰ کلمه
3416,draft,کوانتوم در سرطان؛ از ابزار تشخیص تا ادعاهای درمانی,quantum-cancer,2026-09-20 19:34:15,2026-09-20 19:34:15,379,236,True,4,4,0,3,4,True,کوانتوم در پژوهش سرطان,کوانتوم در سرطان,کوانتوم در تشخیص و درمان سرطان چه نقشی دارد؟,فیزیک کوانتومی در MRI، PET، لیزر و حسگرها نقش دارد، اما درمان مبهم «کوانتومی سرطان» پشتوانه علمی ندارد؛ کاربردها را دقیق بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3418,draft,کوانتوم در باکتری‌ها؛ از فتوسنتز تا حس‌کردن میدان,quantum-bacteria,2026-09-20 19:34:15,2026-09-20 19:34:15,379,237,True,4,4,0,3,4,True,کوانتوم در باکتری‌ها,کوانتوم در باکتری‌ها,آیا باکتری‌ها از پدیده‌های کوانتومی استفاده می‌کنند؟,در باکتری‌ها انتقال الکترون، فتوسنتز و واکنش‌های رادیکالی ریشه کوانتومی دارند، اما ادعای پردازش کوانتومی زیستی نیازمند شواهد بیشتر است.,5,True,red,کمتر از ۵۰۰ کلمه
3420,draft,کوانتوم در ویروس‌ها؛ علم مولکولی یا برچسبی گمراه‌کننده؟,quantum-viruses,2026-09-20 19:34:15,2026-09-20 19:34:15,395,252,True,4,4,0,3,4,True,تصویر مفهومی کوانتوم در ویروس‌ها,کوانتوم در ویروس‌ها,آیا ویروس‌ها از اثرات کوانتومی استفاده می‌کنند؟,ساختار و واکنش ویروس‌ها تابع شیمی کوانتومی است، اما برای «رفتار کوانتومی ویژه ویروس» یا درمان کوانتومی شواهد معتبری وجود ندارد.,5,True,red,کمتر از ۵۰۰ کلمه
3422,draft,حالت GHZ؛ درهم‌تنیدگی چندذره‌ای بدون راه فرار کلاسیک,ghz-state,2026-09-20 19:34:15,2026-09-20 19:34:15,346,218,True,4,4,0,3,4,True,حالت درهم‌تنیده GHZ,حالت GHZ,حالت GHZ چیست؟,حالت GHZ برهم‌نهی چند کیوبیت همگی صفر و همگی یک است؛ هم‌بستگی‌ها، شکنندگی، آزمون‌های بنیادی و کاربردهای آن را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3424,draft,پارادوکس هاردی؛ ناموضعیت بدون نامساوی بل,hardy-paradox,2026-09-20 19:34:15,2026-09-20 19:34:15,362,236,True,4,4,0,3,4,True,چیدمان پارادوکس هاردی,پارادوکس هاردی,پارادوکس هاردی چیست؟,پارادوکس هاردی با چند احتمال صفر و یک رویداد ممکن، ناسازگاری واقع‌گرایی موضعی و مکانیک کوانتومی را نشان می‌دهد؛ منطق آن را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3426,draft,زمینه‌مندی کوانتومی؛ چرا نتیجه را نمی‌توان مستقل از شیوه اندازه‌گیری دانست؟,quantum-contextuality,2026-09-20 19:34:15,2026-09-20 19:34:15,368,239,True,4,4,0,3,4,True,زمینه‌مندی کوانتومی,زمینه‌مندی کوانتومی,زمینه مندی کوانتومی چیست؟,زمینه‌مندی کوانتومی نشان می‌دهد نمی‌توان برای همه مشاهده‌پذیرها مقادیر مستقل از مجموعه اندازه‌گیری سازگار تعیین کرد؛ قضیه KS و کاربردها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3428,draft,گربهٔ چشایر کوانتومی؛ آیا ویژگی واقعاً از ذره جدا می‌شود؟,quantum-cheshire-cat,2026-09-20 19:34:15,2026-09-20 19:34:15,417,261,True,4,4,0,3,4,True,گربه چشایر کوانتومی,گربهٔ چشایر کوانتومی,گربه چشایر کوانتومی چیست؟,گربه چشایر کوانتومی پدیده‌ای در پیش‌گزینی، پس‌گزینی و اندازه‌گیری ضعیف است که جدایی ظاهری ذره و ویژگی را نشان می‌دهد؛ نقدها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3430,draft,پارادوکس سه جعبه؛ ذره‌ای که اگر بگردیم در دو جای متفاوت پیدا می‌شود,three-box-paradox,2026-09-20 19:34:15,2026-09-20 19:34:15,398,254,True,4,4,0,3,4,True,پارادوکس سه جعبه,پارادوکس سه جعبه,پارادوکس سه جعبه چیست؟,پارادوکس سه جعبه از پیش‌گزینی و پس‌گزینی استفاده می‌کند و احتمال شرطی شگفت‌انگیزی می‌سازد؛ منطق، اندازه‌گیری و سوءبرداشت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3434,draft,احتمال کوانتومی؛ چرا جمع دامنه‌ها با جمع احتمال‌ها فرق دارد؟,quantum-probability,2026-09-20 19:34:15,2026-09-20 19:34:15,346,227,True,4,4,0,3,4,True,احتمال کوانتومی,احتمال کوانتومی,احتمال کوانتومی چیست؟,احتمال کوانتومی از دامنه مختلط، قانون بور و عملگرهای ناجابجایی استفاده می‌کند؛ تفاوت با احتمال کلاسیک و نقش تداخل را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3436,draft,تابش شتاب و اثر اونرو؛ آیا ناظر شتاب‌دار خلأ را گرم می‌بیند؟,acceleration-radiation,2026-09-20 19:34:15,2026-09-20 19:34:15,391,248,True,4,4,0,3,4,True,اثر شتاب و تابش اونرو,اثر اونرو,اثر اونرو و تابش شتاب چیست؟,اثر اونرو پیش‌بینی می‌کند ناظر با شتاب یکنواخت خلأ مینکوفسکی را حمامی گرمایی می‌بیند؛ دما، افق ریندلر و وضعیت آزمایش را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3438,draft,گشتاور مغناطیسی ناهنجار؛ آزمونی میلیاردی برای نظریه ذرات,anomalous-magnetic-moment,2026-09-20 19:34:15,2026-09-20 19:34:15,382,242,True,4,4,0,3,4,True,گشتاور مغناطیسی ناهنجار,گشتاور مغناطیسی ناهنجار,گشتاور مغناطیسی ناهنجار چیست؟,گشتاور مغناطیسی ناهنجار تفاوت فاکتور g واقعی و مقدار دیراک است؛ نقش QED، میون، محاسبات هادرونی و وضعیت اختلاف را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3450,draft,تخمین فاز کوانتومی؛ چگونه مقدار ویژه را از فاز بیرون می‌کشیم؟,quantum-phase-estimation,2026-09-20 19:34:15,2026-09-20 19:34:15,422,291,True,4,4,0,3,4,True,مدار تخمین فاز کوانتومی,تخمین فاز کوانتومی,تخمین فاز کوانتومی چیست؟,تخمین فاز کوانتومی فاز مقدار ویژه یک عملگر یکانی را برآورد می‌کند و هسته الگوریتم شور و شبیه‌سازی کوانتومی است؛ مدار و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3454,draft,حلگر تغییراتی کوانتومی؛ VQE چگونه انرژی مولکول را حدس می‌زند؟,variational-quantum-eigensolver,2026-09-20 19:34:15,2026-09-20 19:34:15,376,253,True,4,4,0,3,4,True,حلقه الگوریتم تغییراتی کوانتومی,الگوریتم VQE,الگوریتم VQE چیست؟,VQE با همکاری پردازنده کوانتومی و بهینه‌ساز کلاسیک انرژی حالت پایه را تخمین می‌زند؛ انساتس، اندازه‌گیری و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3456,draft,QAOA؛ بهینه‌سازی تقریبی با لایه‌های کوانتومی,qaoa,2026-09-20 19:34:15,2026-09-20 19:34:15,373,254,True,4,4,0,3,4,True,الگوریتم بهینه‌سازی تقریبی کوانتومی,QAOA,الگوریتم QAOA چیست؟,QAOA یک الگوریتم تغییراتی برای مسائل بهینه‌سازی ترکیبی است؛ هامیلتونی هزینه، عمق p، حلقه کلاسیک و محدودیت‌های آن را بشناسید.,5,True,red,کمتر از ۵۰۰ کلمه
3458,draft,هستهٔ کوانتومی؛ آیا نگاشت داده به فضای کیوبیت‌ها یادگیری را بهتر می‌کند؟,quantum-kernel,2026-09-20 19:34:15,2026-09-20 19:34:15,402,270,True,4,4,0,3,4,True,هسته کوانتومی در یادگیری ماشین,هستهٔ کوانتومی,هسته کوانتومی چیست؟,روش هسته کوانتومی شباهت داده‌ها را با هم‌پوشانی حالت‌های کوانتومی می‌سنجد؛ مدار ویژگی، ماتریس هسته، کاربرد و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
