post_id,slug,url,status,code,severity,category,title,location,evidence,fix
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«نفهمیدنِ درست کوانتوم، خودش یک»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«نفهمیدنِ درست کوانتوم، خودش یک»,کلیدواژه را در توضیح متا بگنجانید
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«نفهمیدنِ درست کوانتوم، خودش یک»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,C11,low,محتوا,بدون بخش جمع‌بندی,تیترها,,پایان‌بندی انسانی و روشن داشته باشید
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,L02,high,پیوند,لینک داخلی شکسته (۴۰۴),لینک #1,«ترانزیستور» → https://qpedia.ir/transistor/,مقصد لینک در سایت وجود ندارد؛ اصلاح یا حذف شود
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,L01,med,پیوند,لینک داخلی کمتر از ۳,بدنه,2 لینک داخلی یکتا,حداقل ۳ لینک داخلی مرتبط با انکرتکست طبیعی بدهید
575,quantum-understanding-achievement,https://qpedia.ir/quantum-understanding-achievement/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«برهم نهی وقتی یک ذره»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«برهم نهی وقتی یک ذره»,کلیدواژه را در توضیح متا بگنجانید
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«برهم نهی وقتی یک ذره»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,C11,low,محتوا,بدون بخش جمع‌بندی,تیترها,,پایان‌بندی انسانی و روشن داشته باشید
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,I01,high,تصویر,تصویر شاخص ندارد,_thumbnail_id,,تصویر شاخص اختصاصی و مرتبط تعریف کنید
569,superposition-explained,https://qpedia.ir/superposition-explained/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«برهم نهی ، اشیای بزرگ»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«برهم نهی ، اشیای بزرگ»,کلیدواژه را در توضیح متا بگنجانید
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«برهم نهی ، اشیای بزرگ»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,C11,low,محتوا,بدون بخش جمع‌بندی,تیترها,,پایان‌بندی انسانی و روشن داشته باشید
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,I01,high,تصویر,تصویر شاخص ندارد,_thumbnail_id,,تصویر شاخص اختصاصی و مرتبط تعریف کنید
570,why-large-objects-dont-superpose,https://qpedia.ir/why-large-objects-dont-superpose/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«تفسیر GRW فروپاشی خودبه خودی»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«تفسیر GRW فروپاشی خودبه خودی»,کلیدواژه را در توضیح متا بگنجانید
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«تفسیر GRW فروپاشی خودبه خودی»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,C03,med,محتوا,ساختار تیتر ضعیف,ساختار تیتر,فقط 0 تیتر H2,حداقل ۳ تیتر H2 معنادار بگذارید تا فهرست‌مطالب و اسکن‌پذیری ساخته شود
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 2 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,C09,low,محتوا,بخش پرسش‌های متداول ندارد,تیترها,,افزودن FAQ ساخت‌یافته به پوشش نیت جستجو کمک می‌کند
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,C11,low,محتوا,بدون بخش جمع‌بندی,تیترها,,پایان‌بندی انسانی و روشن داشته باشید
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,L01,med,پیوند,لینک داخلی کمتر از ۳,بدنه,0 لینک داخلی یکتا,حداقل ۳ لینک داخلی مرتبط با انکرتکست طبیعی بدهید
2844,grw-collapse,https://qpedia.ir/grw-collapse/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,T02,med,عنوان و متا,عنوان خیلی بلند,post_title,66 نویسه: «آیا مغز انسان از پدیده های کوانتومی استفاده می کند؟ (بررسی ادعاها)…»,عنوان را به حدود ۶۰ نویسه کاهش دهید؛ گوگل تیترهای بلند را می‌بُرد یا بازنویسی می‌کند
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«مغز انسان پدیده های کوانتومی»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«مغز انسان پدیده های کوانتومی»,کلیدواژه را در توضیح متا بگنجانید
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«مغز انسان پدیده های کوانتومی»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,C11,low,محتوا,بدون بخش جمع‌بندی,تیترها,,پایان‌بندی انسانی و روشن داشته باشید
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,L02,high,پیوند,لینک داخلی شکسته (۴۰۴),لینک #3,«فتوسنتز» → https://qpedia.ir/quantum-photosynthesis/,مقصد لینک در سایت وجود ندارد؛ اصلاح یا حذف شود
562,brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«منابع معتبر فارسی انگلیسی یادگیری»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«منابع معتبر فارسی انگلیسی یادگیری»,کلیدواژه را در توضیح متا بگنجانید
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«منابع معتبر فارسی انگلیسی یادگیری»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,C11,low,محتوا,بدون بخش جمع‌بندی,تیترها,,پایان‌بندی انسانی و روشن داشته باشید
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,I01,high,تصویر,تصویر شاخص ندارد,_thumbnail_id,,تصویر شاخص اختصاصی و مرتبط تعریف کنید
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
2093,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,publish,X05,med,فنی,صفحه یتیم (بدون لینک ورودی داخلی),گراف لینک داخلی,هیچ لینک ورودی از مقالات منتشرشدهٔ دیگر,از مقالات مرتبط به این صفحه لینک بدهید
306,superfluidity,https://qpedia.ir/superfluidity/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«ابرشارگی مایعی لیوان بالا می»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
306,superfluidity,https://qpedia.ir/superfluidity/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«ابرشارگی مایعی لیوان بالا می»,کلیدواژه را در توضیح متا بگنجانید
306,superfluidity,https://qpedia.ir/superfluidity/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«ابرشارگی مایعی لیوان بالا می»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
306,superfluidity,https://qpedia.ir/superfluidity/,publish,C07,med,محتوا,بخش منابع/ارجاع ندارد,تیترها,هیچ تیتری با «منابع» یافت نشد,برای ادعای علمی، بخش «منابع» با حداقل ۳ منبع معتبر لازم است
306,superfluidity,https://qpedia.ir/superfluidity/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
306,superfluidity,https://qpedia.ir/superfluidity/,publish,C09,low,محتوا,بخش پرسش‌های متداول ندارد,تیترها,,افزودن FAQ ساخت‌یافته به پوشش نیت جستجو کمک می‌کند
306,superfluidity,https://qpedia.ir/superfluidity/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
306,superfluidity,https://qpedia.ir/superfluidity/,publish,L01,med,پیوند,لینک داخلی کمتر از ۳,بدنه,0 لینک داخلی یکتا,حداقل ۳ لینک داخلی مرتبط با انکرتکست طبیعی بدهید
306,superfluidity,https://qpedia.ir/superfluidity/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«آنزیم ها عبور دیوار جای»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«آنزیم ها عبور دیوار جای»,کلیدواژه را در توضیح متا بگنجانید
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«آنزیم ها عبور دیوار جای»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,C07,med,محتوا,بخش منابع/ارجاع ندارد,تیترها,هیچ تیتری با «منابع» یافت نشد,برای ادعای علمی، بخش «منابع» با حداقل ۳ منبع معتبر لازم است
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,C09,low,محتوا,بخش پرسش‌های متداول ندارد,تیترها,,افزودن FAQ ساخت‌یافته به پوشش نیت جستجو کمک می‌کند
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,L01,med,پیوند,لینک داخلی کمتر از ۳,بدنه,0 لینک داخلی یکتا,حداقل ۳ لینک داخلی مرتبط با انکرتکست طبیعی بدهید
320,enzyme-quantum-tunneling,https://qpedia.ir/enzyme-quantum-tunneling/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«حس بویایی شکل ارتعاش»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«حس بویایی شکل ارتعاش»,کلیدواژه را در توضیح متا بگنجانید
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«حس بویایی شکل ارتعاش»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,C07,med,محتوا,بخش منابع/ارجاع ندارد,تیترها,هیچ تیتری با «منابع» یافت نشد,برای ادعای علمی، بخش «منابع» با حداقل ۳ منبع معتبر لازم است
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,C09,low,محتوا,بخش پرسش‌های متداول ندارد,تیترها,,افزودن FAQ ساخت‌یافته به پوشش نیت جستجو کمک می‌کند
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,L01,med,پیوند,لینک داخلی کمتر از ۳,بدنه,0 لینک داخلی یکتا,حداقل ۳ لینک داخلی مرتبط با انکرتکست طبیعی بدهید
319,quantum-smell,https://qpedia.ir/quantum-smell/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,K02,med,کلیدواژه,کلیدواژه کانونی در عنوان نیست,post_title,kw=«کوانتوم پزشکی»,کلیدواژه را به‌طور طبیعی در عنوان بیاورید
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,K03,low,کلیدواژه,کلیدواژه کانونی در متای توضیح نیست,meta description,kw=«کوانتوم پزشکی»,کلیدواژه را در توضیح متا بگنجانید
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,K04,med,کلیدواژه,کلیدواژه در پاراگراف آغازین نیست,پاراگراف آغازین,kw=«کوانتوم پزشکی»,در صد کلمهٔ نخست، موضوع (کلیدواژه) روشن شود
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,C07,med,محتوا,بخش منابع/ارجاع ندارد,تیترها,هیچ تیتری با «منابع» یافت نشد,برای ادعای علمی، بخش «منابع» با حداقل ۳ منبع معتبر لازم است
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,C08,med,محتوا,ارجاع خارجی کمتر از ۳,بدنه,فقط 0 لینک خارجی یکتا,حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,C09,low,محتوا,بخش پرسش‌های متداول ندارد,تیترها,,افزودن FAQ ساخت‌یافته به پوشش نیت جستجو کمک می‌کند
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,C12,low,محتوا,بدون پوشش سوءبرداشت رایج,بدنه,,مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,L01,med,پیوند,لینک داخلی کمتر از ۳,بدنه,2 لینک داخلی یکتا,حداقل ۳ لینک داخلی مرتبط با انکرتکست طبیعی بدهید
511,quantum-alternative-medicine-science,https://qpedia.ir/quantum-alternative-medicine-science/,publish,X04,low,فنی,رمزِ شِمای Rank Math ثبت نشده,rank_math_schema_*,,قالب شِمای Article خودکار چاپ می‌کند ولی ثبت شمای Rank Math کامل‌تر است
